time,weather,probe
2018-07-02 12:57,82.4,70.59
2018-07-02 13:27,84.2,72.50
2018-07-02 13:57,86.0,74.19
2018-07-02 14:27,86.0,75.76
2018-07-02 14:58,87.8,77.22
2018-07-02 15:28,87.8,78.69
2018-07-02 15:58,87.8,79.81
2018-07-02 16:28,78.8,80.49
2018-07-02 16:58,87.8,80.71
2018-07-02 17:28,87.8,80.49
2018-07-02 17:58,84.2,80.04
2018-07-02 18:28,82.4,79.59
2018-07-02 18:58,80.6,79.14
2018-07-02 19:28,80.6,78.58
2018-07-02 19:58,77.0,77.79
2018-07-02 20:28,75.2,76.21
2018-07-02 20:58,71.6,74.53
2018-07-02 21:28,69.8,72.72
2018-07-02 21:58,66.2,71.04
2018-07-02 22:28,66.2,69.58
2018-07-02 22:58,66.2,68.56
2018-07-02 23:28,64.4,67.55
2018-07-02 23:58,64.4,66.54
2018-07-03 00:28,64.4,65.75
2018-07-03 00:58,64.4,64.85
2018-07-03 01:28,62.6,64.18
2018-07-03 01:58,62.6,63.50
2018-07-03 02:28,62.6,62.94
2018-07-03 02:58,64.4,62.49
2018-07-03 21:48,68.0,71.15
2018-07-03 22:19,66.2,69.80
2018-07-03 22:49,66.2,68.45
2018-07-03 23:19,64.4,67.21
2018-07-03 23:49,66.2,66.09
2018-07-04 00:19,66.2,65.08
2018-07-04 00:49,64.4,64.18
2018-07-04 01:19,64.4,63.39
2018-07-04 01:49,64.4,62.60
2018-07-04 02:19,64.4,62.04
2018-07-04 02:49,64.4,61.36
2018-07-04 03:19,64.4,60.91
2018-07-04 03:49,62.6,60.46
2018-07-04 04:19,62.6,60.01
2018-07-04 04:50,62.6,59.67
2018-07-04 05:20,60.8,59.34
2018-07-04 05:50,62.6,59.11
2018-07-04 06:20,60.8,58.89
2018-07-04 06:50,60.8,58.66
2018-07-04 07:20,60.8,58.78
2018-07-04 07:50,60.8,59.00
2018-07-04 08:20,64.4,59.34
2018-07-04 08:50,64.4,59.90
2018-07-04 09:20,66.2,60.46
2018-07-04 09:50,66.2,61.14
2018-07-04 10:20,68.0,61.70
2018-07-04 10:50,68.0,62.38
2018-07-04 11:20,69.8,63.05
2018-07-04 11:50,71.6,63.95
2018-07-04 12:20,71.6,64.96
2018-07-04 12:50,71.6,66.31
2018-07-04 13:20,75.2,68.00
2018-07-04 13:50,75.2,69.58
2018-07-04 14:20,77.0,71.04
2018-07-04 14:50,77.0,72.39
2018-07-04 15:20,78.8,73.74
2018-07-04 15:50,78.8,74.97
2018-07-04 16:20,80.6,77.00
2018-07-04 16:51,80.6,77.45
2018-07-04 17:21,78.8,77.22
2018-07-04 17:51,78.8,77.00
2018-07-04 18:21,75.2,76.78
2018-07-04 18:51,75.2,78.80
2018-07-04 19:21,73.4,80.60
2018-07-04 19:51,73.4,81.05
2018-07-04 20:21,71.6,79.81
2018-07-04 20:51,69.8,77.68
2018-07-04 21:21,66.2,75.65
2018-07-04 21:51,66.2,73.85
2018-07-04 22:21,64.4,72.28
2018-07-04 22:51,64.4,70.81
2018-07-04 23:21,64.4,69.58
2018-07-04 23:51,64.4,68.34
2018-07-05 00:21,62.6,66.99
2018-07-05 00:51,62.6,65.86
2018-07-05 01:21,60.8,64.74
2018-07-05 01:51,60.8,63.61
2018-07-05 02:21,59.0,62.83
2018-07-05 02:51,60.8,62.15
2018-07-05 03:21,60.8,61.36
2018-07-05 03:51,60.8,60.69
2018-07-05 04:21,60.8,60.24
2018-07-05 04:51,60.8,59.56
2018-07-05 05:21,60.8,59.11
2018-07-05 05:51,60.8,58.66
2018-07-05 06:22,60.8,58.33
2018-07-05 06:52,60.8,57.99
2018-07-05 07:22,60.8,57.88
2018-07-05 07:52,60.8,57.88
2018-07-05 08:22,60.8,58.21
2018-07-05 08:52,62.6,58.66
2018-07-05 09:22,66.2,59.23
2018-07-05 09:52,66.2,60.01
2018-07-05 10:22,68.0,60.91
2018-07-05 10:52,69.8,62.04
2018-07-05 11:22,75.2,63.28
2018-07-05 11:52,75.2,64.74
2018-07-05 12:22,78.8,66.43
2018-07-05 12:52,78.8,68.45
2018-07-05 13:22,80.6,70.81
2018-07-05 13:52,80.6,73.06
2018-07-05 14:22,84.2,75.20
2018-07-05 14:52,84.2,77.34
2018-07-05 15:22,89.6,79.25
2018-07-05 15:52,89.6,81.16
2018-07-05 16:22,89.6,83.08
2018-07-05 16:52,89.6,84.20
2018-07-05 17:22,91.4,84.54
2018-07-05 17:52,91.4,84.76
2018-07-05 18:22,91.4,84.99
2018-07-05 18:52,91.4,87.35
2018-07-05 19:22,89.6,89.49
2018-07-05 19:53,89.6,90.50
2018-07-05 20:23,84.2,89.49
2018-07-05 20:53,84.2,87.58
2018-07-05 21:23,78.8,85.44
2018-07-05 21:53,78.8,83.30
2018-07-05 22:23,75.2,81.50
2018-07-05 22:53,71.6,79.81
2018-07-05 23:23,73.4,78.46
2018-07-05 23:53,71.6,77.11
2018-07-06 00:23,69.8,75.88
2018-07-06 00:53,69.8,74.75
2018-07-06 01:23,69.8,73.74
2018-07-06 01:53,69.8,72.95
2018-07-06 02:23,68.0,72.05
2018-07-06 02:53,68.0,71.38
2018-07-06 03:23,66.2,70.81
